,OrderID,ClientName,MonthNum,Hour,Minute,Day,Prods,CliAvgSenti,SpAvgSenti,QtyOrdered,Sales
11212,12213,Client2,8,9,3,4,"prod14,prod12,prod2",0.6,0.2,6,2400
11213,12214,Client0,8,8,40,5,"prod13,prod6,prod13",0.6,0.4,9,2200
11214,12215,Client3,8,22,48,6,"prod12,prod15,prod14",0.4,0.8,11,8600
11215,12216,Client3,8,13,23,6,"prod8,prod12,prod15",0.8,0.4,13,6800
11216,12217,Client5,8,15,15,2,"prod3,prod10,prod15",0.4,0.4,10,9300
11217,12218,Client4,8,15,48,3,"prod14,prod15,prod4",0.2,0.4,11,9100
11218,12219,Client4,8,21,34,6,"prod13,prod10,prod1",0.8,0.6,13,10100
11219,12220,Client3,8,21,46,4,"prod6,prod2,prod9",0.2,0.6,9,3400
11220,12221,Client8,8,10,26,3,"prod1,prod2,prod2,prod1",0.2,0.6,25,14300
11221,12222,Client5,8,7,18,2,"prod5,prod1,prod2,prod13",0.2,0.6,15,7200
11222,12223,Client2,8,21,6,0,"prod7,prod2,prod1",0.4,1.0,15,9200
11223,12224,Client8,8,21,53,4,"prod15,prod10",0.2,0.2,12,12000
11224,12225,Client9,8,18,13,6,"prod15,prod2,prod12,prod10",0.4,0.2,17,9500
11225,12226,Client2,8,12,53,3,"prod13,prod1,prod11",0.8,0.4,9,5100
11226,12227,Client0,8,19,53,3,"prod14,prod3,prod10",0.2,0.8,13,4400
11227,12228,Client7,8,10,11,0,"prod12,prod3,prod1",0.6,1.0,9,4800
11228,12229,Client1,8,20,42,2,"prod7,prod13,prod14",1.0,0.0,11,1800
11229,12230,Client1,8,13,15,6,"prod15,prod15",0.6,0.4,5,5000
11230,12231,Client2,8,10,33,5,"prod1,prod1,prod14,prod12",0.4,0.2,15,4500
11231,12232,Client3,8,15,36,6,"prod3,prod1,prod1",0.2,0.6,12,8000
11232,12233,Client2,8,19,16,3,"prod13,prod2,prod10",0.6,0.6,5,3700
11233,12234,Client0,8,23,26,0,"prod12,prod6,prod15",0.4,0.6,12,7400
11234,12235,Client5,8,13,0,5,"prod15,prod1,prod5,prod13",0.4,0.4,13,9300
11235,12236,Client1,8,16,7,3,"prod4,prod10",0.0,0.6,3,2800
11236,12237,Client0,8,23,38,2,"prod12,prod12,prod7",0.2,0.2,14,5600
11237,12238,Client3,8,20,16,3,"prod4,prod3,prod14,prod9",0.2,0.4,25,4400
11238,12239,Client1,8,10,34,5,"prod1,prod15",0.4,0.4,5,4700
11239,12240,Client8,8,10,19,2,"prod2,prod10,prod12",0.6,1.0,16,9500
11240,12241,Client1,8,12,31,1,"prod14,prod6,prod4",0.4,0.6,16,10800
11241,12242,Client0,8,20,42,3,"prod14,prod13,prod2",0.4,0.8,14,4200
11242,12243,Client8,8,20,32,3,"prod2,prod1,prod10",0.6,0.6,10,8600
11243,12244,Client2,8,17,22,5,"prod15,prod5",0.4,0.6,9,8200
11244,12245,Client6,8,13,26,5,"prod11,prod15,prod1",0.2,0.6,21,17300
11245,12246,Client8,8,9,30,3,"prod11,prod5,prod7",0.4,0.6,16,11100
11246,12247,Client3,8,21,30,1,"prod15,prod12,prod6,prod13",0.8,0.6,23,9000
11247,12248,Client8,8,11,30,5,"prod2,prod15,prod10",0.4,0.4,11,10500
11248,12249,Client0,8,10,49,4,"prod11,prod4,prod12",0.6,0.6,14,10200
11249,12250,Client6,8,19,25,1,"prod15,prod3,prod13,prod15",0.6,0.4,22,14200
11250,12251,Client1,8,20,45,6,"prod8,prod10,prod9",0.6,0.6,12,3100
11251,12252,Client2,8,16,49,5,"prod3,prod3,prod15",0.8,0.4,3,1600
11252,12253,Client3,8,23,12,4,"prod7,prod9,prod3",0.6,0.8,14,2700
11253,12254,Client0,8,17,11,2,"prod2,prod1,prod5",0.2,0.4,7,4900
11254,12255,Client0,8,9,4,6,"prod3,prod1,prod15",0.2,0.6,12,8900
11255,12256,Client6,8,10,11,5,"prod2,prod9,prod1",0.4,0.8,9,3100
11256,12257,Client0,8,13,37,5,"prod14,prod4,prod1",0.6,0.6,22,15800
11257,12258,Client8,8,17,54,5,"prod8,prod1,prod8",0.4,0.4,16,8700
11258,12259,Client1,8,11,5,2,"prod3,prod12,prod11",0.8,0.6,16,7100
11259,12260,Client8,8,20,54,3,"prod15,prod14,prod14,prod2",0.6,0.6,13,3000
11260,12261,Client8,8,19,23,5,"prod9,prod15,prod15",0.6,0.6,7,6100
11261,12262,Client8,8,8,44,0,"prod6,prod5,prod8",0.6,0.0,19,10500
11262,12263,Client8,8,11,31,3,"prod3,prod12,prod3",0.2,0.6,20,7100
11263,12264,Client6,8,21,19,0,"prod3,prod8,prod15",0.4,0.2,21,12300
11264,12265,Client2,8,13,17,4,"prod1,prod1,prod14,prod4",0.6,0.6,11,7000
11265,12266,Client8,8,14,26,5,"prod5,prod4",0.2,0.4,7,5700
11266,12267,Client5,8,15,2,1,"prod13,prod11,prod12",0.4,0.6,17,7800
11267,12268,Client5,8,9,54,2,"prod13,prod12,prod8",0.2,0.4,20,6000
11268,12269,Client5,8,21,4,3,"prod2,prod2,prod7",0.6,0.8,15,7100
11269,12270,Client0,8,18,42,3,"prod5,prod14,prod1,prod12",0.8,0.4,14,5200
11270,12271,Client0,8,14,1,1,"prod6,prod15,prod2",0.4,0.2,9,7600
11271,12272,Client8,8,12,56,3,"prod14,prod1,prod12",0.4,0.4,7,2800
11272,12273,Client0,8,12,7,0,"prod15,prod14,prod6,prod15",0.6,0.2,13,10000
11273,12274,Client4,8,9,22,4,"prod14,prod11,prod12",0.4,0.6,12,4900
11274,12275,Client9,8,3,42,6,"prod4,prod11,prod3,prod15",0.8,0.8,16,10100
11275,12276,Client8,8,11,42,2,"prod13,prod4,prod3",0.4,0.2,11,7700
11276,12277,Client5,8,14,24,3,"prod4,prod4",0.6,0.4,12,9600
11277,12278,Client3,8,9,16,6,"prod10,prod10",0.6,0.2,5,5000
11278,12279,Client8,8,9,58,5,"prod15,prod1,prod3,prod10",0.0,0.2,22,13200
11279,12280,Client9,8,18,16,1,"prod15,prod7,prod3,prod7",0.6,0.6,19,7600
11280,12281,Client1,8,19,25,6,"prod12,prod5,prod7",0.4,1.0,7,5300
11281,12282,Client5,8,20,38,2,"prod1,prod3,prod10,prod5",0.4,0.8,12,8300
11282,12283,Client9,8,1,49,6,"prod2,prod1,prod13",0.8,0.6,17,8700
11283,12284,Client0,8,11,58,0,"prod12,prod15,prod4",0.2,0.2,10,9200
11284,12285,Client9,8,13,29,2,"prod14,prod13,prod5",0.6,0.4,6,3900
11285,12286,Client8,8,18,26,6,"prod10,prod7,prod14,prod11",0.8,0.4,14,5500
11286,12287,Client6,8,9,7,0,"prod3,prod10,prod12",0.4,0.8,4,2100
11287,12288,Client0,8,4,41,3,"prod15,prod14,prod2,prod1",0.6,0.2,20,10900
11288,12289,Client1,8,9,57,5,"prod13,prod14,prod10",0.2,0.4,8,3600
11289,12290,Client6,8,20,28,6,"prod15,prod2,prod3,prod1",0.4,0.4,14,8900
11290,12291,Client0,8,14,7,3,"prod3,prod4,prod3",0.6,0.4,13,9400
11291,12292,Client1,8,14,6,5,"prod2,prod2,prod6",0.6,0.4,5,2800
11292,12293,Client9,8,12,53,2,"prod2,prod14,prod15",0.6,0.4,7,2000
11293,12294,Client1,8,9,42,3,"prod3,prod2,prod15",0.6,0.6,13,11300
11294,12295,Client8,8,20,1,1,"prod14,prod9,prod12",0.8,0.4,10,1300
11295,12296,Client0,8,7,2,4,"prod1,prod14,prod11,prod12",0.2,0.6,16,7000
11296,12297,Client3,8,15,49,1,"prod2,prod2,prod4",0.2,0.4,12,7200
11297,12298,Client6,8,13,23,1,"prod3,prod10,prod13",0.4,0.8,20,12100
11298,12299,Client0,8,20,38,1,"prod5,prod14,prod15,prod1",0.2,0.4,17,13600
11299,12300,Client2,8,12,17,4,"prod15,prod14,prod6,prod3",0.8,0.4,17,6900
11300,12301,Client8,8,20,44,2,"prod14,prod12,prod2",0.6,0.6,16,6700
11301,12302,Client5,8,17,23,6,"prod15,prod12,prod1,prod14",0.2,0.4,28,12700
11302,12303,Client4,8,10,45,2,"prod10,prod11,prod2,prod5",0.2,0.4,17,10700
11303,12304,Client0,8,15,45,5,"prod2,prod12,prod14",0.4,0.4,11,4200
11304,12305,Client2,8,16,18,5,"prod3,prod8,prod12",0.0,0.4,19,5900
11305,12306,Client4,8,7,10,2,"prod12,prod2,prod15",0.4,0.2,9,5400
11306,12307,Client0,8,5,37,5,"prod11,prod12,prod1",0.2,0.4,11,6100
11307,12308,Client0,8,9,12,4,"prod12,prod11,prod14",0.8,0.6,11,5900
11308,12309,Client8,8,20,13,5,"prod13,prod2,prod10",0.8,0.8,18,13700
11309,12310,Client6,8,8,52,1,"prod11,prod1,prod7",0.4,0.6,11,6400
11310,12311,Client4,8,12,17,6,"prod15,prod8,prod2,prod4",0.4,0.6,12,7100
11311,12312,Client2,8,12,55,4,"prod15,prod2,prod1,prod10",0.2,0.6,15,10000
11312,12313,Client8,8,10,6,1,"prod3,prod12,prod12",0.8,0.8,15,5900
11313,12314,Client6,8,11,0,6,"prod9,prod2,prod13",0.6,0.6,18,6800
11314,12315,Client8,8,11,59,1,"prod12,prod7,prod14",0.4,1.0,23,5900
11315,12316,Client0,8,13,49,3,"prod2,prod4,prod2",0.6,0.2,13,8000
11316,12317,Client0,8,6,27,6,"prod2,prod10,prod11",0.6,0.4,16,11900
11317,12318,Client2,8,13,4,3,"prod3,prod1,prod2",0.4,0.2,14,7200
11318,12319,Client2,8,13,20,4,"prod15,prod9,prod5,prod3",0.2,0.8,29,13200
11319,12320,Client1,8,18,33,1,"prod12,prod13,prod2",0.6,0.6,14,6300
11320,12321,Client0,8,9,33,0,"prod5,prod1,prod1,prod13",0.4,0.6,11,7400
11321,12322,Client9,8,8,27,5,"prod2,prod2,prod5",0.4,0.2,18,11800
11322,12323,Client0,8,17,1,6,"prod5,prod2,prod3,prod6",0.2,0.2,18,8300
11323,12324,Client9,8,18,53,6,"prod3,prod2,prod2",0.4,0.6,14,6800
11324,12325,Client5,8,12,20,0,"prod2,prod3,prod15",0.6,0.6,15,8900
11325,12326,Client8,8,20,51,4,"prod5,prod10",0.4,0.6,4,3900
11326,12327,Client0,8,17,57,6,"prod3,prod14,prod11",0.4,0.4,15,4200
11327,12328,Client2,8,18,4,1,"prod11,prod4,prod15",0.2,0.8,9,8000
11328,12329,Client9,8,3,3,0,"prod1,prod13,prod10,prod1",0.6,0.6,21,12900
11329,12330,Client6,8,18,10,3,"prod1,prod2,prod9,prod2",0.4,0.4,14,6400
11330,12331,Client3,8,21,27,3,"prod1,prod2,prod2,prod2",0.6,0.4,24,12200
11331,12332,Client2,8,20,16,6,"prod6,prod12,prod12",0.4,0.4,12,5000
11332,12333,Client5,8,18,20,6,"prod2,prod2,prod2",0.2,0.4,17,8500
11333,12334,Client1,8,17,20,3,"prod15,prod12,prod5,prod15",0.6,0.6,17,13500
11334,12335,Client2,8,22,45,0,"prod12,prod12,prod15",0.6,0.4,10,8800
11335,12336,Client0,8,22,40,1,"prod2,prod1,prod15",0.8,0.4,18,15700
11336,12337,Client0,8,20,28,6,"prod2,prod1,prod14",0.6,0.6,18,5800
11337,12338,Client2,8,17,18,3,"prod12,prod5,prod3",0.6,0.4,7,2800
11338,12339,Client1,8,15,50,6,"prod15,prod10",0.6,0.6,2,2000
11339,12340,Client5,8,19,14,3,"prod15,prod14,prod9,prod8",0.8,0.6,20,3800
11340,12341,Client9,8,17,1,4,"prod14,prod10,prod6",0.2,0.0,15,12100
11341,12342,Client8,8,14,13,6,"prod14,prod2,prod14",0.6,0.2,21,5300
11342,12343,Client0,8,9,51,3,"prod4,prod10",0.4,0.8,11,10800
11343,12344,Client4,8,20,59,0,"prod13,prod13,prod1",0.2,0.8,13,7600
11344,12345,Client0,8,19,13,5,"prod15,prod5",0.0,0.8,2,1900
11345,12346,Client8,8,17,29,6,"prod1,prod2,prod15,prod15",0.4,0.6,21,18200
11346,12347,Client2,8,10,11,4,"prod12,prod2,prod13",1.0,0.4,14,5100
11347,12348,Client1,8,10,57,3,"prod10,prod1,prod13,prod7",0.4,0.2,24,12100
11348,12349,Client1,8,11,10,5,"prod1,prod5",0.2,0.8,11,9700
11349,12350,Client3,8,14,34,2,"prod1,prod4",0.6,0.4,5,3900
11350,12351,Client4,8,14,10,1,"prod8,prod12,prod9",0.4,0.4,6,1300
11351,12352,Client1,8,16,51,6,"prod15,prod12,prod4,prod10",0.6,0.8,17,14600
11352,12353,Client6,8,19,15,3,"prod4,prod4",0.6,0.4,7,5600
11353,12354,Client0,8,19,18,1,"prod13,prod8,prod4",0.6,0.6,14,8800
11354,12355,Client2,8,7,35,0,"prod15,prod7,prod14,prod3",0.4,0.8,14,5000
11355,12356,Client8,8,6,21,2,"prod1,prod6,prod2,prod3",0.4,0.8,22,10500
11356,12357,Client0,8,22,12,6,"prod13,prod15,prod14",0.4,0.6,5,3300
11357,12358,Client2,8,7,43,3,"prod15,prod2,prod1,prod3",0.4,0.0,14,6900
11358,12359,Client0,8,20,12,5,"prod1,prod10",0.4,0.4,12,11700
11359,12360,Client5,8,21,9,2,"prod2,prod1,prod12",0.6,0.6,14,8700
11360,12361,Client4,8,19,50,3,"prod6,prod13,prod3",0.4,0.4,10,3200
11361,12362,Client9,8,8,38,0,"prod6,prod12,prod13",0.4,0.4,15,5200
11362,12363,Client8,8,19,44,2,"prod15,prod15",0.6,0.2,3,3000
11363,12364,Client2,8,8,40,3,"prod12,prod10,prod3",0.8,0.4,18,10400
11364,12365,Client4,8,20,57,1,"prod6,prod3,prod11",0.2,0.4,12,4800
11365,12366,Client6,8,21,59,1,"prod10,prod12,prod11,prod1",0.4,0.6,16,10200
11366,12367,Client2,8,13,35,4,"prod5,prod12,prod11,prod1",0.6,0.6,19,11600
11367,12368,Client5,8,9,4,6,"prod12,prod15,prod1",0.8,0.4,9,7500
11368,12369,Client3,8,23,37,0,"prod5,prod14,prod2,prod11",0.8,0.4,23,9200
11369,12370,Client8,8,16,0,5,"prod13,prod15,prod10",0.8,0.6,18,17200
11370,12371,Client2,8,12,3,4,"prod9,prod4,prod12",0.8,0.4,9,4900
11371,12372,Client1,8,15,7,1,"prod7,prod15,prod12",0.4,0.6,16,10000
11372,12373,Client1,8,0,13,5,"prod9,prod3,prod10",0.4,0.6,7,5400
11373,12374,Client0,8,20,7,2,"prod14,prod1,prod2",0.6,0.8,13,7500
11374,12375,Client8,8,7,54,5,"prod1,prod15",0.6,1.0,10,9700
11375,12376,Client2,8,18,18,5,"prod14,prod11,prod9",0.4,0.6,6,1100
11376,12377,Client4,8,23,13,0,"prod13,prod14,prod10",0.6,0.8,19,11000
11377,12378,Client0,8,21,10,1,"prod1,prod3,prod4,prod3",0.4,0.4,8,3300
11378,12379,Client0,8,21,31,1,"prod5,prod10",0.6,0.6,5,4900
11379,12380,Client2,8,14,30,5,"prod1,prod10",0.0,0.6,11,10700
11380,12381,Client5,8,17,35,5,"prod12,prod13,prod1",0.6,0.2,10,3700
11381,12382,Client1,8,10,42,6,"prod5,prod4",0.6,0.6,10,8100
11382,12383,Client1,8,22,29,3,"prod12,prod5,prod13",0.0,0.6,13,9100
11383,12384,Client3,8,9,30,2,"prod13,prod7,prod13",0.2,0.8,10,2800
11384,12385,Client9,8,10,17,6,"prod12,prod12,prod5",0.2,0.4,16,8900
11385,12386,Client9,8,16,51,4,"prod11,prod10,prod13",1.0,0.2,9,4600
11386,12387,Client4,8,18,59,6,"prod11,prod15,prod2",0.4,0.4,7,5100
11387,12388,Client4,8,13,25,4,"prod3,prod15,prod3",0.6,0.8,20,12300
11388,12389,Client6,8,12,15,3,"prod15,prod3,prod9,prod1",0.8,0.4,16,5300
11389,12390,Client8,8,13,12,4,"prod1,prod10",0.4,0.0,12,11700
11390,12391,Client5,8,23,23,6,"prod1,prod10",0.2,0.2,5,4700
11391,12392,Client0,8,19,19,3,"prod10,prod12,prod15,prod1",0.6,0.6,13,9400
11392,12393,Client6,8,11,53,4,"prod3,prod1,prod14",0.4,0.4,6,2000
11393,12394,Client0,8,17,30,0,"prod15,prod2,prod12,prod15",0.6,0.4,17,8400
11394,12395,Client9,8,11,47,3,"prod15,prod11,prod3,prod7",0.0,0.4,28,11900
11395,12396,Client8,8,7,51,0,"prod2,prod1,prod15",1.0,0.6,17,13500
11396,12397,Client2,8,18,15,5,"prod1,prod14,prod13,prod2",0.4,0.6,11,2500
11397,12398,Client6,8,18,54,1,"prod13,prod14,prod1",0.4,0.4,19,6800
11398,12399,Client8,8,7,30,6,"prod12,prod2,prod1",0.2,0.8,20,11700
11399,12400,Client8,8,12,43,6,"prod15,prod14,prod9,prod10",0.8,0.6,16,12400
11400,12401,Client0,8,9,10,0,"prod15,prod1,prod1,prod5",0.6,0.8,9,7800
11401,12402,Client1,8,9,42,2,"prod12,prod10,prod11",0.4,0.6,14,9800
11402,12403,Client0,8,9,32,0,"prod13,prod12,prod1",0.4,0.4,5,2700
11403,12404,Client1,8,11,47,2,"prod3,prod13,prod12",0.2,0.4,6,1500
11404,12405,Client0,8,11,47,4,"prod15,prod6,prod1,prod3",0.4,0.6,25,13300
11405,12406,Client5,8,16,26,2,"prod15,prod14,prod2,prod15",0.4,0.6,26,15700
11406,12407,Client4,8,7,7,2,"prod5,prod4",0.2,0.4,8,6500
11407,12408,Client8,8,10,27,5,"prod12,prod9,prod6",0.8,0.8,8,2100
11408,12409,Client2,8,13,0,6,"prod3,prod2,prod11",1.0,0.8,15,7600
11409,12410,Client9,8,8,19,0,"prod3,prod15,prod15",0.4,0.6,18,17300
11410,12411,Client2,8,23,16,3,"prod14,prod1,prod10",0.4,0.2,15,11700
11411,12412,Client5,8,15,22,3,"prod5,prod13,prod11,prod1",0.4,0.6,13,6000
11412,12413,Client0,8,20,36,2,"prod3,prod3,prod12",0.6,0.6,13,4100
11413,12414,Client0,8,18,14,4,"prod12,prod13,prod4",0.6,0.4,5,2400
11414,12415,Client0,8,17,31,2,"prod12,prod11,prod13",0.4,0.4,18,7400
11415,12416,Client6,8,20,58,2,"prod12,prod1,prod14",0.4,0.4,9,2400
11416,12417,Client0,8,17,17,4,"prod3,prod7,prod12",0.8,0.8,13,5100
11417,12418,Client0,8,20,24,0,"prod14,prod3,prod2",1.0,0.4,15,5700
11418,12419,Client4,8,12,43,4,"prod12,prod14,prod2",0.2,1.0,13,3600
11419,12420,Client3,8,12,32,4,"prod14,prod14,prod3",0.6,0.2,5,700
11420,12421,Client5,8,17,27,0,"prod9,prod11,prod2",0.2,0.2,12,6600
11421,12422,Client4,8,15,27,5,"prod1,prod5",0.8,0.8,4,3400
11422,12423,Client6,8,6,6,1,"prod15,prod15",0.2,0.6,8,8000
11423,12424,Client6,8,12,31,0,"prod15,prod6,prod11,prod9",1.0,0.4,24,11300
11424,12425,Client0,8,19,25,5,"prod15,prod6,prod13,prod2",0.2,0.2,19,7900
11425,12426,Client2,8,9,40,6,"prod6,prod15,prod2",0.6,1.0,19,13100
11426,12427,Client1,8,16,37,0,"prod14,prod1,prod11",0.8,0.6,18,10900
11427,12428,Client0,8,22,27,5,"prod1,prod15",1.0,0.4,7,6700
11428,12429,Client4,8,16,13,6,"prod9,prod2,prod1",0.8,0.8,20,11400
11429,12430,Client0,8,2,9,6,"prod15,prod2,prod12,prod1",0.8,0.2,22,12700
11430,12431,Client3,8,8,42,4,"prod5,prod3,prod15,prod7",0.0,0.6,16,7200
11431,12432,Client1,8,20,13,5,"prod5,prod15",0.6,0.8,3,2900
11432,12433,Client1,8,21,56,5,"prod15,prod1,prod1,prod15",0.4,0.8,24,18600
11433,12434,Client1,8,12,7,1,"prod10,prod15",0.8,0.2,7,7000
11434,12435,Client2,8,13,50,6,"prod15,prod13,prod13,prod1",0.4,0.6,13,5400
11435,12436,Client2,8,18,57,3,"prod13,prod12,prod13",0.4,0.6,12,3600
11436,12437,Client0,8,14,37,1,"prod15,prod15",0.4,0.6,9,9000
11437,12438,Client1,8,13,1,4,"prod6,prod13,prod2",0.4,0.4,6,1900
11438,12439,Client1,8,16,5,3,"prod4,prod13,prod6,prod14",0.6,1.0,17,5500
11439,12440,Client1,8,13,25,2,"prod1,prod6,prod15,prod3",0.2,0.6,17,8600
11440,12441,Client9,8,11,21,4,"prod15,prod12,prod15,prod11",0.6,0.4,32,21600
11441,12442,Client8,8,21,12,3,"prod15,prod1,prod11,prod14",0.4,0.4,20,9700
11442,12443,Client1,8,8,4,5,"prod9,prod12,prod3",0.4,1.0,14,5000
11443,12444,Client1,8,14,31,0,"prod13,prod10,prod13",0.4,0.4,18,11600
11444,12445,Client4,8,15,51,6,"prod3,prod3,prod4",0.4,0.6,14,7700
11445,12446,Client0,8,14,6,0,"prod2,prod12,prod14",0.6,1.0,17,4500
11446,12447,Client5,8,20,47,5,"prod12,prod14,prod15",0.6,0.8,10,6700
11447,12448,Client0,8,12,2,6,"prod13,prod1,prod5",0.4,0.4,5,3200
11448,12449,Client1,8,4,14,5,"prod3,prod1,prod5",0.6,0.4,18,13400
11449,12450,Client0,8,22,16,5,"prod13,prod15,prod3",0.8,0.6,19,11900
11450,12451,Client5,8,11,46,4,"prod13,prod2,prod15",0.4,0.8,13,8700
11451,12452,Client4,8,21,2,5,"prod15,prod12,prod6,prod10",0.4,0.6,17,13600
11452,12453,Client2,8,14,42,5,"prod4,prod1,prod14,prod12",0.4,0.6,25,8900
11453,12454,Client9,8,7,43,5,"prod4,prod1,prod15,prod14",0.6,0.4,25,11900
11454,12455,Client6,8,16,25,3,"prod1,prod10",0.4,0.4,8,7700
11455,12456,Client0,8,14,21,1,"prod2,prod1,prod11",0.4,0.2,15,9400
11456,12457,Client2,8,7,37,1,"prod13,prod1,prod11",0.6,0.6,11,6700
11457,12458,Client7,8,18,59,5,"prod5,prod4",0.6,0.4,5,4100
11458,12459,Client2,8,11,56,0,"prod10,prod13,prod14,prod11",0.4,0.4,25,6000
11459,12460,Client0,8,22,14,1,"prod15,prod3,prod13,prod13",0.4,0.4,12,4000
11460,12461,Client2,8,19,17,2,"prod2,prod7,prod13",0.2,0.2,11,3100
11461,12462,Client8,8,23,17,3,"prod1,prod15",0.6,0.4,4,3700
11462,12463,Client8,8,15,49,3,"prod1,prod4",0.4,0.6,2,1500
11463,12464,Client1,8,17,29,5,"prod13,prod15,prod10",0.2,0.4,3,2200
11464,12465,Client7,8,0,40,3,"prod1,prod1,prod15,prod2",0.4,0.8,11,8400
11465,12466,Client2,8,15,21,5,"prod14,prod4,prod1",0.6,0.8,15,11000
11466,12467,Client9,8,13,46,2,"prod9,prod1,prod3",1.0,0.0,12,6200
11467,12468,Client0,8,12,47,0,"prod2,prod15,prod13",0.4,0.6,18,8700
11468,12469,Client6,8,18,3,0,"prod1,prod2,prod12,prod12",0.0,0.8,13,5600
11469,12470,Client0,8,12,59,2,"prod2,prod5,prod4",0.6,0.8,16,12900
11470,12471,Client0,8,22,11,2,"prod15,prod6,prod13,prod3",0.8,0.2,23,9600
11471,12472,Client6,8,15,9,4,"prod15,prod1,prod14,prod3",0.4,0.6,23,8400
11472,12473,Client1,8,8,23,5,"prod15,prod2,prod2,prod13",0.4,0.6,14,6600
11473,12474,Client0,8,22,59,0,"prod15,prod2,prod10,prod12",0.8,0.8,23,13500
11474,12475,Client0,8,15,7,3,"prod9,prod11,prod15",0.4,0.8,17,12100
11475,12476,Client0,8,7,20,5,"prod1,prod4",0.6,0.2,2,1500
11476,12477,Client8,8,10,13,0,"prod2,prod4,prod5",0.4,0.6,13,10200
11477,12478,Client3,8,0,4,3,"prod15,prod1,prod7,prod1",0.6,0.6,24,14100
11478,12479,Client4,8,20,52,0,"prod13,prod6,prod4",0.4,0.4,10,6200
11479,12480,Client3,8,5,46,3,"prod2,prod1,prod10",0.2,0.8,5,4200
11480,12481,Client9,8,5,7,4,"prod1,prod1,prod12,prod13",0.2,0.4,13,6100
11481,12482,Client8,8,13,9,5,"prod12,prod3,prod11",0.6,0.2,7,3400
11482,12483,Client0,8,12,27,4,"prod12,prod11,prod3",0.2,0.6,20,9100
11483,12484,Client6,8,8,35,6,"prod15,prod1,prod7,prod3",0.6,0.6,18,7300
11484,12485,Client2,8,13,27,0,"prod1,prod3,prod3,prod13",0.8,0.2,20,5400
11485,12486,Client8,8,11,13,2,"prod2,prod14,prod1",0.2,0.6,19,6500
11486,12487,Client0,8,14,51,5,"prod2,prod2,prod12",0.6,0.4,8,3700
11487,12488,Client9,8,15,48,0,"prod3,prod9,prod15",0.6,0.4,17,9100
11488,12489,Client2,8,21,11,1,"prod14,prod11,prod10",0.4,0.8,12,9900
11489,12490,Client6,8,20,24,3,"prod2,prod15,prod11",0.8,0.2,14,11500
11490,12491,Client3,8,9,17,6,"prod2,prod15,prod3",0.6,0.4,13,8300
11491,12492,Client0,8,19,49,5,"prod9,prod3,prod15",0.2,0.6,19,10400
11492,12493,Client9,8,17,48,6,"prod12,prod3,prod4",0.8,0.4,22,12200
11493,12494,Client0,8,9,29,3,"prod13,prod4,prod2",0.4,0.4,19,12200
11494,12495,Client0,8,15,57,1,"prod3,prod14,prod1",0.0,0.4,15,6500
11495,12496,Client8,8,19,30,6,"prod5,prod7,prod3,prod14",0.6,0.2,18,6600
11496,12497,Client6,8,23,34,5,"prod12,prod15,prod13",0.4,0.6,22,13400
11497,12498,Client0,8,19,7,3,"prod15,prod13,prod13,prod12",0.6,0.4,13,5000
11498,12499,Client8,8,17,1,0,"prod14,prod10,prod1",0.4,0.4,14,12500
11499,12500,Client3,8,21,1,6,"prod5,prod3,prod10,prod10",0.2,0.6,18,16500
11500,12501,Client0,8,22,20,4,"prod10,prod2,prod13,prod1",0.2,0.8,25,14300
11501,12502,Client0,8,7,57,1,"prod14,prod15,prod14",0.8,0.8,16,10600
11502,12503,Client8,8,18,11,0,"prod14,prod10,prod1",0.2,0.6,10,7600
11503,12504,Client0,8,16,24,5,"prod1,prod13,prod2,prod12",0.4,0.4,20,7300
11504,12505,Client2,8,11,15,1,"prod15,prod14,prod6,prod14",0.8,0.6,19,6300
11505,12506,Client8,8,18,42,0,"prod10,prod7,prod8,prod10",0.6,0.4,30,15200
11506,12507,Client5,8,12,53,1,"prod10,prod10",0.6,0.6,8,8000
11507,12508,Client8,8,18,36,6,"prod10,prod4",0.8,1.0,2,1800
11508,12509,Client0,8,19,37,0,"prod12,prod11,prod10",0.6,0.4,16,12600
11509,12510,Client8,8,11,17,2,"prod15,prod12,prod4,prod5",0.4,0.6,17,11900
11510,12511,Client0,8,17,30,2,"prod15,prod12,prod2,prod11",0.4,0.8,20,11000
11511,12512,Client4,8,21,4,5,"prod3,prod13,prod12",0.6,0.8,13,4700
11512,12513,Client8,8,10,49,1,"prod15,prod1,prod1,prod4",0.8,0.8,25,18100
11513,12514,Client6,8,21,51,1,"prod15,prod10",0.6,0.6,7,7000
11514,12515,Client8,8,19,16,3,"prod3,prod12,prod1",0.8,0.2,23,12400
11515,12516,Client0,8,21,54,4,"prod13,prod10,prod1",0.6,0.4,16,12200
11516,12517,Client5,8,11,40,4,"prod11,prod13,prod13",0.2,0.6,15,3400
11517,12518,Client2,8,9,7,6,"prod12,prod15,prod1",0.8,0.6,11,7700
11518,12519,Client5,8,21,56,2,"prod1,prod15",0.2,0.6,7,6700
11519,12520,Client0,8,14,15,4,"prod15,prod3,prod14,prod12",0.4,0.6,6,2000
11520,12521,Client1,8,11,38,5,"prod10,prod11,prod13,prod1",0.8,0.0,16,6700
11521,12522,Client3,8,15,47,3,"prod3,prod15,prod4",0.8,0.8,12,9900
11522,12523,Client8,8,19,51,4,"prod14,prod11,prod12",0.4,0.6,16,7100
11523,12524,Client0,8,14,5,0,"prod14,prod15,prod14",0.8,0.6,13,8500
