,ProdName,ClientName,MonthNum,OrderID,OrderQty,OrderTotal,CliAvgSenti,SpAvgSenti,ProdPrice,Hour,Minute,Day
38243,prod13,Client0,3,5690,22,10300,0.4,0.4,1800,19,36,1
38244,prod1,Client0,3,5690,22,10300,0.4,0.4,7700,19,36,1
38245,prod5,Client0,3,5691,23,4900,0.4,0.4,900,11,52,0
38246,prod3,Client0,3,5691,23,4900,0.4,0.4,1500,11,52,0
38247,prod8,Client0,3,5691,23,4900,0.4,0.4,1600,11,52,0
38248,prod9,Client0,3,5691,23,4900,0.4,0.4,900,11,52,0
38249,prod14,Client0,3,5692,20,16100,0.0,0.2,100,19,17,4
38250,prod15,Client0,3,5692,20,16100,0.0,0.2,9000,19,17,4
38251,prod1,Client0,3,5692,20,16100,0.0,0.2,7000,19,17,4
38252,prod15,Client7,3,5693,4,4000,0.6,0.6,1000,7,23,6
38253,prod15,Client7,3,5693,4,4000,0.6,0.6,3000,7,23,6
38254,prod5,Client8,3,5694,19,5900,0.8,0.8,900,23,15,2
38255,prod14,Client8,3,5694,19,5900,0.8,0.8,700,23,15,2
38256,prod12,Client8,3,5694,19,5900,0.8,0.8,4000,23,15,2
38257,prod3,Client8,3,5694,19,5900,0.8,0.8,300,23,15,2
38258,prod12,Client9,3,5695,17,5600,0.4,0.2,400,13,58,4
38259,prod6,Client9,3,5695,17,5600,0.4,0.2,3000,13,58,4
38260,prod13,Client9,3,5695,17,5600,0.4,0.2,2200,13,58,4
38261,prod15,Client2,3,5696,9,9000,0.2,0.0,1000,19,58,4
38262,prod10,Client2,3,5696,9,9000,0.2,0.0,8000,19,58,4
38263,prod2,Client8,3,5697,9,3700,0.2,0.4,500,23,16,0
38264,prod12,Client8,3,5697,9,3700,0.2,0.4,1600,23,16,0
38265,prod12,Client8,3,5697,9,3700,0.2,0.4,1600,23,16,0
38266,prod1,Client1,3,5698,30,19300,0.8,0.6,700,18,21,5
38267,prod13,Client1,3,5698,30,19300,0.8,0.6,1600,18,21,5
38268,prod6,Client1,3,5698,30,19300,0.8,0.6,6000,18,21,5
38269,prod15,Client1,3,5698,30,19300,0.8,0.6,11000,18,21,5
38270,prod6,Client4,3,5699,15,11600,0.6,0.2,600,10,35,2
38271,prod1,Client4,3,5699,15,11600,0.6,0.2,7000,10,35,2
38272,prod10,Client4,3,5699,15,11600,0.6,0.2,4000,10,35,2
38273,prod15,Client8,3,5700,13,4600,1.0,0.8,1000,10,45,0
38274,prod13,Client8,3,5700,13,4600,1.0,0.8,1000,10,45,0
38275,prod13,Client8,3,5700,13,4600,1.0,0.8,1000,10,45,0
38276,prod4,Client8,3,5700,13,4600,1.0,0.8,1600,10,45,0
38277,prod1,Client8,3,5701,3,2700,0.0,0.2,700,12,39,3
38278,prod15,Client8,3,5701,3,2700,0.0,0.2,2000,12,39,3
38279,prod1,Client5,3,5702,6,5700,0.8,0.4,700,16,34,4
38280,prod15,Client5,3,5702,6,5700,0.8,0.4,5000,16,34,4
38281,prod12,Client8,3,5703,9,4400,0.6,0.8,400,9,29,1
38282,prod8,Client8,3,5703,9,4400,0.6,0.8,1000,9,29,1
38283,prod15,Client8,3,5703,9,4400,0.6,0.8,3000,9,29,1
38284,prod1,Client3,3,5704,26,15200,0.6,0.8,700,16,16,4
38285,prod3,Client3,3,5704,26,15200,0.6,0.8,3000,16,16,4
38286,prod3,Client3,3,5704,26,15200,0.6,0.8,1500,16,16,4
38287,prod10,Client3,3,5704,26,15200,0.6,0.8,10000,16,16,4
38288,prod2,Client1,3,5705,19,10400,0.2,0.4,500,12,10,4
38289,prod1,Client1,3,5705,19,10400,0.2,0.4,6300,12,10,4
38290,prod12,Client1,3,5705,19,10400,0.2,0.4,3600,12,10,4
38291,prod2,Client2,3,5706,10,3800,0.6,0.4,500,16,29,0
38292,prod13,Client2,3,5706,10,3800,0.6,0.4,1200,16,29,0
38293,prod1,Client2,3,5706,10,3800,0.6,0.4,2100,16,29,0
38294,prod15,Client8,3,5707,23,12200,0.6,0.4,1000,17,44,2
38295,prod2,Client8,3,5707,23,12200,0.6,0.4,5500,17,44,2
38296,prod6,Client8,3,5707,23,12200,0.6,0.4,1200,17,44,2
38297,prod2,Client8,3,5707,23,12200,0.6,0.4,4500,17,44,2
38298,prod13,Client8,3,5708,15,10000,0.6,0.6,200,2,23,0
38299,prod2,Client8,3,5708,15,10000,0.6,0.6,3500,2,23,0
38300,prod5,Client8,3,5708,15,10000,0.6,0.6,6300,2,23,0
38301,prod3,Client2,3,5709,15,7700,0.0,0.6,300,0,49,5
38302,prod1,Client2,3,5709,15,7700,0.0,0.6,5600,0,49,5
38303,prod3,Client2,3,5709,15,7700,0.0,0.6,1800,0,49,5
38304,prod13,Client0,3,5710,12,9800,0.6,0.8,200,21,45,2
38305,prod10,Client0,3,5710,12,9800,0.6,0.8,4000,21,45,2
38306,prod4,Client0,3,5710,12,9800,0.6,0.8,5600,21,45,2
38307,prod11,Client9,3,5711,15,6200,0.4,0.6,600,17,8,5
38308,prod12,Client9,3,5711,15,6200,0.4,0.6,3200,17,8,5
38309,prod12,Client9,3,5711,15,6200,0.4,0.6,2400,17,8,5
38310,prod2,Client9,3,5712,10,4500,0.8,0.6,500,19,22,2
38311,prod7,Client9,3,5712,10,4500,0.8,0.6,2800,19,22,2
38312,prod6,Client9,3,5712,10,4500,0.8,0.6,1200,19,22,2
38313,prod11,Client6,3,5713,16,7500,0.4,0.6,600,12,25,4
38314,prod12,Client6,3,5713,16,7500,0.4,0.6,2400,12,25,4
38315,prod2,Client6,3,5713,16,7500,0.4,0.6,4500,12,25,4
38316,prod2,Client3,3,5714,9,4800,0.4,0.4,500,16,15,5
38317,prod11,Client3,3,5714,9,4800,0.4,0.4,4200,16,15,5
38318,prod9,Client3,3,5714,9,4800,0.4,0.4,100,16,15,5
38319,prod1,Client2,3,5715,16,8800,0.4,0.4,700,22,13,5
38320,prod12,Client2,3,5715,16,8800,0.4,0.4,400,22,13,5
38321,prod14,Client2,3,5715,16,8800,0.4,0.4,700,22,13,5
38322,prod15,Client2,3,5715,16,8800,0.4,0.4,7000,22,13,5
38323,prod13,Client8,3,5716,8,3000,0.6,0.4,200,15,21,0
38324,prod3,Client8,3,5716,8,3000,0.6,0.4,1800,15,21,0
38325,prod10,Client8,3,5716,8,3000,0.6,0.4,1000,15,21,0
38326,prod7,Client7,3,5717,18,7000,0.2,0.2,400,0,44,1
38327,prod11,Client7,3,5717,18,7000,0.2,0.2,4800,0,44,1
38328,prod13,Client7,3,5717,18,7000,0.2,0.2,1800,0,44,1
38329,prod7,Client2,3,5718,10,4700,0.4,0.6,400,14,41,1
38330,prod3,Client2,3,5718,10,4700,0.4,0.6,1500,14,41,1
38331,prod1,Client2,3,5718,10,4700,0.4,0.6,2800,14,41,1
38332,prod1,Client8,3,5719,24,13800,0.8,0.6,700,14,7,1
38333,prod1,Client8,3,5719,24,13800,0.8,0.6,5600,14,7,1
38334,prod13,Client8,3,5719,24,13800,0.8,0.6,1200,14,7,1
38335,prod1,Client8,3,5719,24,13800,0.8,0.6,6300,14,7,1
38336,prod10,Client5,3,5720,20,10600,1.0,0.4,1000,18,9,1
38337,prod11,Client5,3,5720,20,10600,1.0,0.4,6600,18,9,1
38338,prod12,Client5,3,5720,20,10600,1.0,0.4,2800,18,9,1
38339,prod13,Client5,3,5720,20,10600,1.0,0.4,200,18,9,1
38340,prod4,Client8,3,5721,21,6700,0.6,0.6,800,13,42,4
38341,prod12,Client8,3,5721,21,6700,0.6,0.6,2400,13,42,4
38342,prod7,Client8,3,5721,21,6700,0.6,0.6,2800,13,42,4
38343,prod14,Client8,3,5721,21,6700,0.6,0.6,700,13,42,4
38344,prod2,Client2,3,5722,9,2600,0.4,0.2,500,21,50,1
38345,prod13,Client2,3,5722,9,2600,0.4,0.2,600,21,50,1
38346,prod3,Client2,3,5722,9,2600,0.4,0.2,1500,21,50,1
38347,prod2,Client0,3,5723,10,8500,0.6,0.8,500,11,33,3
38348,prod4,Client0,3,5723,10,8500,0.6,0.8,4000,11,33,3
38349,prod15,Client0,3,5723,10,8500,0.6,0.8,4000,11,33,3
38350,prod10,Client2,3,5724,13,9100,0.6,0.4,1000,17,17,6
38351,prod1,Client2,3,5724,13,9100,0.6,0.4,3500,17,17,6
38352,prod7,Client2,3,5724,13,9100,0.6,0.4,400,17,17,6
38353,prod1,Client2,3,5724,13,9100,0.6,0.4,4200,17,17,6
38354,prod14,Client1,3,5725,11,2900,0.0,1.0,100,18,6,0
38355,prod3,Client1,3,5725,11,2900,0.0,1.0,2400,18,6,0
38356,prod13,Client1,3,5725,11,2900,0.0,1.0,400,18,6,0
38357,prod4,Client0,3,5726,22,6200,0.4,0.4,800,10,52,1
38358,prod12,Client0,3,5726,22,6200,0.4,0.4,3600,10,52,1
38359,prod14,Client0,3,5726,22,6200,0.4,0.4,1000,10,52,1
38360,prod7,Client0,3,5726,22,6200,0.4,0.4,800,10,52,1
38361,prod1,Client2,3,5727,6,5700,0.4,0.8,700,18,27,5
38362,prod15,Client2,3,5727,6,5700,0.4,0.8,5000,18,27,5
38363,prod10,Client0,3,5728,7,5800,0.4,0.4,1000,23,40,4
38364,prod4,Client0,3,5728,7,5800,0.4,0.4,4800,23,40,4
38365,prod9,Client0,3,5729,22,12900,0.4,0.6,100,9,9,6
38366,prod12,Client0,3,5729,22,12900,0.4,0.6,4000,9,9,6
38367,prod4,Client0,3,5729,22,12900,0.4,0.6,8800,9,9,6
38368,prod11,Client0,3,5730,16,6400,0.0,0.8,600,9,3,4
38369,prod5,Client0,3,5730,16,6400,0.0,0.8,3600,9,3,4
38370,prod13,Client0,3,5730,16,6400,0.0,0.8,2200,9,3,4
38371,prod11,Client0,3,5731,11,5600,0.6,1.0,600,10,57,0
38372,prod14,Client0,3,5731,11,5600,0.6,1.0,500,10,57,0
38373,prod5,Client0,3,5731,11,5600,0.6,1.0,4500,10,57,0
38374,prod11,Client0,3,5732,12,9900,0.2,0.6,600,15,2,1
38375,prod11,Client0,3,5732,12,9900,0.2,0.6,1200,15,2,1
38376,prod5,Client0,3,5732,12,9900,0.2,0.6,8100,15,2,1
38377,prod3,Client1,3,5733,15,5700,0.8,0.6,300,14,28,6
38378,prod14,Client1,3,5733,15,5700,0.8,0.6,400,14,28,6
38379,prod2,Client1,3,5733,15,5700,0.8,0.6,5000,14,28,6
38380,prod12,Client5,3,5734,9,6000,0.8,0.8,400,16,18,0
38381,prod5,Client5,3,5734,9,6000,0.8,0.8,3600,16,18,0
38382,prod2,Client5,3,5734,9,6000,0.8,0.8,2000,16,18,0
38383,prod9,Client4,3,5735,7,3700,0.8,0.6,100,13,38,6
38384,prod4,Client4,3,5735,7,3700,0.8,0.6,2400,13,38,6
38385,prod12,Client4,3,5735,7,3700,0.8,0.6,1200,13,38,6
38386,prod13,Client8,3,5736,18,7200,0.4,0.6,200,11,12,6
38387,prod13,Client8,3,5736,18,7200,0.4,0.6,2200,11,12,6
38388,prod4,Client8,3,5736,18,7200,0.4,0.6,4800,11,12,6
38389,prod13,Client5,3,5737,11,7600,0.6,0.6,200,14,58,5
38390,prod2,Client5,3,5737,11,7600,0.6,0.6,1000,14,58,5
38391,prod4,Client5,3,5737,11,7600,0.6,0.6,6400,14,58,5
38392,prod1,Client4,3,5738,19,14300,0.4,0.6,700,11,6,2
38393,prod11,Client4,3,5738,19,14300,0.4,0.6,600,11,6,2
38394,prod6,Client4,3,5738,19,14300,0.4,0.6,6000,11,6,2
38395,prod15,Client4,3,5738,19,14300,0.4,0.6,7000,11,6,2
38396,prod3,Client4,3,5739,15,9500,0.8,0.6,300,10,56,5
38397,prod11,Client4,3,5739,15,9500,0.8,0.6,3600,10,56,5
38398,prod1,Client4,3,5739,15,9500,0.8,0.6,5600,10,56,5
38399,prod14,Client0,3,5740,7,2200,0.2,0.6,100,0,32,3
38400,prod2,Client0,3,5740,7,2200,0.2,0.6,1500,0,32,3
38401,prod8,Client0,3,5740,7,2200,0.2,0.6,600,0,32,3
38402,prod6,Client4,3,5741,19,5800,0.6,0.8,600,17,56,4
38403,prod12,Client4,3,5741,19,5800,0.6,0.8,3200,17,56,4
38404,prod13,Client4,3,5741,19,5800,0.6,0.8,2000,17,56,4
38405,prod12,Client6,3,5742,13,6600,0.2,1.0,400,13,56,3
38406,prod12,Client6,3,5742,13,6600,0.2,1.0,2000,13,56,3
38407,prod6,Client6,3,5742,13,6600,0.2,1.0,4200,13,56,3
38408,prod5,Client2,3,5743,19,9800,0.8,0.6,900,12,48,4
38409,prod12,Client2,3,5743,19,9800,0.8,0.6,1200,12,48,4
38410,prod3,Client2,3,5743,19,9800,0.8,0.6,2100,12,48,4
38411,prod1,Client2,3,5743,19,9800,0.8,0.6,5600,12,48,4
38412,prod1,Client2,3,5744,22,13800,0.4,0.8,700,19,45,5
38413,prod3,Client2,3,5744,22,13800,0.4,0.8,1200,19,45,5
38414,prod1,Client2,3,5744,22,13800,0.4,0.8,7700,19,45,5
38415,prod1,Client2,3,5744,22,13800,0.4,0.8,4200,19,45,5
38416,prod1,Client3,3,5745,20,13000,0.6,1.0,700,15,39,6
38417,prod11,Client3,3,5745,20,13000,0.6,1.0,4200,15,39,6
38418,prod5,Client3,3,5745,20,13000,0.6,1.0,2700,15,39,6
38419,prod11,Client3,3,5745,20,13000,0.6,1.0,5400,15,39,6
38420,prod13,Client8,3,5746,16,10300,0.6,0.2,200,19,39,0
38421,prod10,Client8,3,5746,16,10300,0.6,0.2,8000,19,39,0
38422,prod3,Client8,3,5746,16,10300,0.6,0.2,2100,19,39,0
38423,prod1,Client0,3,5747,19,12200,0.6,0.6,700,12,41,6
38424,prod13,Client0,3,5747,19,12200,0.6,0.6,1000,12,41,6
38425,prod1,Client0,3,5747,19,12200,0.6,0.6,4200,12,41,6
38426,prod5,Client0,3,5747,19,12200,0.6,0.6,6300,12,41,6
38427,prod10,Client6,3,5748,23,6400,0.4,0.6,1000,17,25,4
38428,prod2,Client6,3,5748,23,6400,0.4,0.6,4000,17,25,4
38429,prod9,Client6,3,5748,23,6400,0.4,0.6,1100,17,25,4
38430,prod14,Client6,3,5748,23,6400,0.4,0.6,300,17,25,4
38431,prod13,Client8,3,5749,14,6800,1.0,0.2,200,11,26,1
38432,prod15,Client8,3,5749,14,6800,1.0,0.2,5000,11,26,1
38433,prod13,Client8,3,5749,14,6800,1.0,0.2,1600,11,26,1
38434,prod15,Client0,3,5750,31,12100,0.6,0.8,1000,17,17,6
38435,prod6,Client0,3,5750,31,12100,0.6,0.8,6000,17,17,6
38436,prod3,Client0,3,5750,31,12100,0.6,0.8,3300,17,17,6
38437,prod13,Client0,3,5750,31,12100,0.6,0.8,1800,17,17,6
38438,prod7,Client8,3,5751,11,5000,0.4,0.6,400,14,42,4
38439,prod12,Client8,3,5751,11,5000,0.4,0.6,3200,14,42,4
38440,prod1,Client8,3,5751,11,5000,0.4,0.6,1400,14,42,4
38441,prod14,Client5,3,5752,18,4200,0.4,0.6,100,15,19,6
38442,prod2,Client5,3,5752,18,4200,0.4,0.6,3000,15,19,6
38443,prod14,Client5,3,5752,18,4200,0.4,0.6,1100,15,19,6
38444,prod4,Client4,3,5753,4,3200,0.6,0.4,800,12,22,4
38445,prod4,Client4,3,5753,4,3200,0.6,0.4,2400,12,22,4
38446,prod4,Client2,3,5754,13,5900,0.2,0.4,800,21,25,2
38447,prod11,Client2,3,5754,13,5900,0.2,0.4,2400,21,25,2
38448,prod12,Client2,3,5754,13,5900,0.2,0.4,1200,21,25,2
38449,prod3,Client2,3,5754,13,5900,0.2,0.4,1500,21,25,2
38450,prod13,Client5,3,5755,9,5100,0.4,0.2,200,22,21,2
38451,prod1,Client5,3,5755,9,5100,0.4,0.2,700,22,21,2
38452,prod11,Client5,3,5755,9,5100,0.4,0.2,4200,22,21,2
38453,prod5,Client8,3,5756,4,3900,0.4,0.8,900,16,53,4
38454,prod10,Client8,3,5756,4,3900,0.4,0.8,3000,16,53,4
38455,prod10,Client6,3,5757,22,11700,0.6,0.6,1000,12,24,4
38456,prod9,Client6,3,5757,22,11700,0.6,0.6,700,12,24,4
38457,prod13,Client6,3,5757,22,11700,0.6,0.6,1000,12,24,4
38458,prod10,Client6,3,5757,22,11700,0.6,0.6,9000,12,24,4
38459,prod14,Client8,3,5758,11,8300,0.4,0.4,100,20,35,5
38460,prod2,Client8,3,5758,11,8300,0.4,0.4,1000,20,35,5
38461,prod5,Client8,3,5758,11,8300,0.4,0.4,7200,20,35,5
38462,prod1,Client2,3,5759,12,7200,0.4,0.4,700,17,54,6
38463,prod1,Client2,3,5759,12,7200,0.4,0.4,3500,17,54,6
38464,prod12,Client2,3,5759,12,7200,0.4,0.4,2000,17,54,6
38465,prod15,Client2,3,5759,12,7200,0.4,0.4,1000,17,54,6
38466,prod2,Client0,3,5760,17,3000,0.6,0.8,500,11,29,4
38467,prod14,Client0,3,5760,17,3000,0.6,0.8,700,11,29,4
38468,prod13,Client0,3,5760,17,3000,0.6,0.8,1800,11,29,4
38469,prod15,Client4,3,5761,12,12000,0.2,0.8,1000,13,3,4
38470,prod15,Client4,3,5761,12,12000,0.2,0.8,11000,13,3,4
38471,prod2,Client0,3,5762,7,1500,0.6,0.2,500,13,36,1
38472,prod13,Client0,3,5762,7,1500,0.6,0.2,800,13,36,1
38473,prod14,Client0,3,5762,7,1500,0.6,0.2,200,13,36,1
38474,prod2,Client8,3,5763,20,13600,0.6,0.4,500,14,29,1
38475,prod12,Client8,3,5763,20,13600,0.6,0.4,3200,14,29,1
38476,prod5,Client8,3,5763,20,13600,0.6,0.4,9900,14,29,1
38477,prod10,Client9,3,5764,13,8100,0.4,0.4,1000,19,46,3
38478,prod13,Client9,3,5764,13,8100,0.4,0.4,400,19,46,3
38479,prod1,Client9,3,5764,13,8100,0.4,0.4,6300,19,46,3
38480,prod12,Client9,3,5764,13,8100,0.4,0.4,400,19,46,3
38481,prod15,Client8,3,5765,3,3000,0.2,0.4,1000,23,41,5
38482,prod15,Client8,3,5765,3,3000,0.2,0.4,2000,23,41,5
38483,prod12,Client0,3,5766,11,8600,0.2,0.6,400,10,57,2
38484,prod2,Client0,3,5766,11,8600,0.2,0.6,1000,10,57,2
38485,prod5,Client0,3,5766,11,8600,0.2,0.6,7200,10,57,2
38486,prod4,Client8,3,5767,15,7700,0.6,0.6,800,14,20,6
38487,prod2,Client8,3,5767,15,7700,0.6,0.6,3500,14,20,6
38488,prod10,Client8,3,5767,15,7700,0.6,0.6,1000,14,20,6
38489,prod12,Client8,3,5767,15,7700,0.6,0.6,2400,14,20,6
38490,prod13,Client1,3,5768,7,2000,0.0,0.8,200,20,58,5
38491,prod7,Client1,3,5768,7,2000,0.0,0.8,1600,20,58,5
38492,prod14,Client1,3,5768,7,2000,0.0,0.8,200,20,58,5
38493,prod15,Client0,3,5769,22,4700,0.6,0.6,1000,17,32,6
38494,prod3,Client0,3,5769,22,4700,0.6,0.6,900,17,32,6
38495,prod14,Client0,3,5769,22,4700,0.6,0.6,800,17,32,6
38496,prod13,Client0,3,5769,22,4700,0.6,0.6,2000,17,32,6
38497,prod14,Client6,3,5770,14,11300,0.6,0.2,100,22,0,1
38498,prod10,Client6,3,5770,14,11300,0.6,0.2,10000,22,0,1
38499,prod12,Client6,3,5770,14,11300,0.6,0.2,1200,22,0,1
38500,prod10,Client9,3,5771,18,14100,0.6,0.2,1000,21,2,0
38501,prod11,Client9,3,5771,18,14100,0.6,0.2,5400,21,2,0
38502,prod15,Client9,3,5771,18,14100,0.6,0.2,7000,21,2,0
38503,prod1,Client9,3,5771,18,14100,0.6,0.2,700,21,2,0
38504,prod1,Client8,3,5772,21,15100,0.4,0.8,700,13,2,4
38505,prod2,Client8,3,5772,21,15100,0.4,0.8,1000,13,2,4
38506,prod5,Client8,3,5772,21,15100,0.4,0.8,9900,13,2,4
38507,prod2,Client8,3,5772,21,15100,0.4,0.8,3500,13,2,4
38508,prod12,Client6,3,5773,13,6000,0.4,0.4,400,17,1,2
38509,prod2,Client6,3,5773,13,6000,0.4,0.4,5000,17,1,2
38510,prod3,Client6,3,5773,13,6000,0.4,0.4,600,17,1,2
38511,prod2,Client1,3,5774,10,4600,1.0,0.2,500,9,38,4
38512,prod3,Client1,3,5774,10,4600,1.0,0.2,2100,9,38,4
38513,prod15,Client1,3,5774,10,4600,1.0,0.2,2000,9,38,4
38514,prod4,Client0,3,5775,11,4700,0.4,0.2,800,8,31,3
38515,prod3,Client0,3,5775,11,4700,0.4,0.2,1200,8,31,3
38516,prod1,Client0,3,5775,11,4700,0.4,0.2,2100,8,31,3
38517,prod13,Client0,3,5775,11,4700,0.4,0.2,600,8,31,3
38518,prod15,Client6,3,5776,25,16800,0.8,0.0,1000,20,36,5
38519,prod12,Client6,3,5776,25,16800,0.8,0.0,3600,20,36,5
38520,prod3,Client6,3,5776,25,16800,0.8,0.0,1200,20,36,5
38521,prod10,Client6,3,5776,25,16800,0.8,0.0,11000,20,36,5
38522,prod3,Client5,3,5777,14,11500,0.6,0.6,300,13,11,4
38523,prod4,Client5,3,5777,14,11500,0.6,0.6,7200,13,11,4
38524,prod10,Client5,3,5777,14,11500,0.6,0.6,4000,13,11,4
38525,prod1,Client8,3,5778,15,10900,0.4,0.6,700,18,30,3
38526,prod11,Client8,3,5778,15,10900,0.4,0.6,3000,18,30,3
38527,prod1,Client8,3,5778,15,10900,0.4,0.6,4200,18,30,3
38528,prod10,Client8,3,5778,15,10900,0.4,0.6,3000,18,30,3
38529,prod12,Client5,3,5779,14,3000,0.2,0.6,400,2,59,0
38530,prod13,Client5,3,5779,14,3000,0.2,0.6,1000,2,59,0
38531,prod13,Client5,3,5779,14,3000,0.2,0.6,1600,2,59,0
38532,prod5,Client3,3,5780,15,9200,0.4,0.6,900,6,1,4
38533,prod12,Client3,3,5780,15,9200,0.4,0.6,3200,6,1,4
38534,prod9,Client3,3,5780,15,9200,0.4,0.6,100,6,1,4
38535,prod15,Client3,3,5780,15,9200,0.4,0.6,5000,6,1,4
38536,prod1,Client9,3,5781,12,3900,0.4,0.0,700,14,29,3
38537,prod14,Client9,3,5781,12,3900,0.4,0.0,600,14,29,3
38538,prod2,Client9,3,5781,12,3900,0.4,0.0,2000,14,29,3
38539,prod6,Client9,3,5781,12,3900,0.4,0.0,600,14,29,3
38540,prod12,Client4,3,5782,19,12100,0.4,0.4,400,21,23,5
38541,prod1,Client4,3,5782,19,12100,0.4,0.4,6300,21,23,5
38542,prod6,Client4,3,5782,19,12100,0.4,0.4,5400,21,23,5
38543,prod5,Client2,3,5783,19,8600,0.6,0.4,900,18,50,4
38544,prod8,Client2,3,5783,19,8600,0.6,0.4,1400,18,50,4
38545,prod3,Client2,3,5783,19,8600,0.6,0.4,1500,18,50,4
38546,prod4,Client2,3,5783,19,8600,0.6,0.4,4800,18,50,4
38547,prod2,Client8,3,5784,10,7600,0.6,0.4,500,10,7,1
38548,prod4,Client8,3,5784,10,7600,0.6,0.4,6400,10,7,1
38549,prod1,Client8,3,5784,10,7600,0.6,0.4,700,10,7,1
38550,prod3,Client4,3,5785,13,7500,0.8,0.2,300,16,8,4
38551,prod15,Client4,3,5785,13,7500,0.8,0.2,4000,16,8,4
38552,prod12,Client4,3,5785,13,7500,0.8,0.2,3200,16,8,4
38553,prod15,Client0,3,5786,17,9500,0.6,0.4,1000,14,58,6
38554,prod1,Client0,3,5786,17,9500,0.6,0.4,4200,14,58,6
38555,prod12,Client0,3,5786,17,9500,0.6,0.4,2800,14,58,6
38556,prod2,Client0,3,5786,17,9500,0.6,0.4,1500,14,58,6
38557,prod4,Client9,3,5787,19,11600,0.2,0.6,800,10,54,1
38558,prod14,Client9,3,5787,19,11600,0.2,0.6,800,10,54,1
38559,prod15,Client9,3,5787,19,11600,0.2,0.6,2000,10,54,1
38560,prod10,Client9,3,5787,19,11600,0.2,0.6,8000,10,54,1
38561,prod4,Client5,3,5788,24,18600,0.8,0.2,800,20,15,5
38562,prod2,Client5,3,5788,24,18600,0.8,0.2,4500,20,15,5
38563,prod10,Client5,3,5788,24,18600,0.8,0.2,7000,20,15,5
38564,prod5,Client5,3,5788,24,18600,0.8,0.2,6300,20,15,5
38565,prod12,Client0,3,5789,13,7600,0.6,0.4,400,18,53,4
38566,prod11,Client0,3,5789,13,7600,0.6,0.4,1800,18,53,4
38567,prod11,Client0,3,5789,13,7600,0.6,0.4,5400,18,53,4
38568,prod3,Client0,3,5790,13,4300,0.4,0.4,300,19,43,1
38569,prod3,Client0,3,5790,13,4300,0.4,0.4,3300,19,43,1
38570,prod1,Client0,3,5790,13,4300,0.4,0.4,700,19,43,1
38571,prod2,Client2,3,5791,16,10500,0.2,0.4,500,11,23,5
38572,prod15,Client2,3,5791,16,10500,0.2,0.4,5000,11,23,5
38573,prod2,Client2,3,5791,16,10500,0.2,0.4,5000,11,23,5
38574,prod1,Client4,3,5792,25,9100,0.6,0.6,700,10,15,0
38575,prod14,Client4,3,5792,25,9100,0.6,0.6,500,10,15,0
38576,prod14,Client4,3,5792,25,9100,0.6,0.6,900,10,15,0
38577,prod1,Client4,3,5792,25,9100,0.6,0.6,7000,10,15,0
38578,prod11,Client2,3,5793,13,11100,0.2,1.0,600,9,58,0
38579,prod1,Client2,3,5793,13,11100,0.2,1.0,3500,9,58,0
38580,prod15,Client2,3,5793,13,11100,0.2,1.0,7000,9,58,0
38581,prod6,Client8,3,5794,9,5400,0.8,0.2,600,13,34,4
38582,prod6,Client8,3,5794,9,5400,0.8,0.2,1200,13,34,4
38583,prod6,Client8,3,5794,9,5400,0.8,0.2,3600,13,34,4
38584,prod4,Client0,3,5795,2,1800,0.6,0.6,800,19,52,5
38585,prod15,Client0,3,5795,2,1800,0.6,0.6,1000,19,52,5
38586,prod10,Client4,3,5796,14,5800,0.4,0.2,1000,15,14,5
38587,prod14,Client4,3,5796,14,5800,0.4,0.2,700,15,14,5
38588,prod1,Client4,3,5796,14,5800,0.4,0.2,3500,15,14,5
38589,prod11,Client4,3,5796,14,5800,0.4,0.2,600,15,14,5
38590,prod4,Client9,3,5797,19,5500,0.4,0.4,800,12,21,4
38591,prod12,Client9,3,5797,19,5500,0.4,0.4,1200,12,21,4
38592,prod14,Client9,3,5797,19,5500,0.4,0.4,1100,12,21,4
38593,prod11,Client9,3,5797,19,5500,0.4,0.4,2400,12,21,4
38594,prod15,Client2,3,5798,11,11000,0.4,0.6,1000,7,16,4
38595,prod15,Client2,3,5798,11,11000,0.4,0.6,10000,7,16,4
38596,prod2,Client8,3,5799,7,2700,0.2,0.2,500,12,55,4
38597,prod14,Client8,3,5799,7,2700,0.2,0.2,200,12,55,4
38598,prod2,Client8,3,5799,7,2700,0.2,0.2,2000,12,55,4
38599,prod1,Client0,3,5800,9,7100,0.2,0.2,700,21,28,5
38600,prod4,Client0,3,5800,9,7100,0.2,0.2,6400,21,28,5
38601,prod1,Client0,3,5801,23,12100,0.6,0.8,700,13,11,0
38602,prod12,Client0,3,5801,23,12100,0.6,0.8,4400,13,11,0
38603,prod10,Client0,3,5801,23,12100,0.6,0.8,6000,13,11,0
38604,prod13,Client0,3,5801,23,12100,0.6,0.8,1000,13,11,0
38605,prod4,Client8,3,5802,24,13100,0.8,0.6,800,8,42,5
38606,prod2,Client8,3,5802,24,13100,0.8,0.6,3500,8,42,5
38607,prod1,Client8,3,5802,24,13100,0.8,0.6,7000,8,42,5
38608,prod3,Client8,3,5802,24,13100,0.8,0.6,1800,8,42,5
38609,prod5,Client5,3,5803,4,3900,0.8,0.6,900,20,42,2
38610,prod15,Client5,3,5803,4,3900,0.8,0.6,3000,20,42,2
38611,prod3,Client0,3,5804,6,3300,0.6,0.8,300,16,20,1
38612,prod4,Client0,3,5804,6,3300,0.6,0.8,2400,16,20,1
